AccountId,Pricebook2Id,OwnerId,ContractId,ActivatedById,CompanyAuthorizedById,CompanyAuthorizedDate,CreatedById,LastModifiedById,SystemModstamp,LastViewedDate,LastReferencedDate,Status,StatusCode,OrderNumber,EffectiveDate,EndDate,TotalAmount,Description,CurrencyIsoCode,ActivatedDate,Type,OrderReferenceNumber,OriginalOrderId,IsReductionOrder,CustomerAuthorizedById,CustomerAuthorizedDate,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Name,PoDate,PoNumber,BillToContactId,ShipToContactId,CreatedDate,LastModifiedDate,IsDeleted,OpportunityId__c,id
17,,202,4bb830a6-7e8e-46f8-9a9d-30f44eeac31e,251,113,2024-02-24,250,149,2024-05-28,2024-02-11,2024-03-22,Activated,Canceled,ORD-71310,2024-05-16,2024-05-16,,,JPY,2024-05-16,Standard,,,,,,,,千葉県,,,,,,,,千葉県,,,,,,,,,,,,,0,253,83
17,,104,2538bdcc-0322-4477-b17d-e4e5ef49fa5a,27,254,2024-03-12,198,7,2024-07-26,2024-05-09,2024-04-09,Canceled,Canceled,ORD-58349,2024-03-22,2024-03-22,,,JPY,2024-03-22,Standard,,,,,,,,千葉県,,,,,,,,千葉県,,,,,,,,,,,,,0,254,84
17,,57,c76d0de0-0a9b-4505-9b5c-67a34eb7a6d8,209,227,2024-07-29,237,115,2024-02-16,2024-03-08,2024-05-31,Activated,Canceled,ORD-81826,2024-01-07,2024-01-07,,,JPY,2024-01-07,ReductionOrder,,,,,,,,千葉県,,,,,,,,千葉県,,,,,,,,,,,,,0,256,85
17,,23,dac17864-b5ce-4b63-9f66-7c87b6458dd8,138,137,2024-07-26,208,29,2024-06-03,2024-05-08,2024-07-24,Activated,Draft,ORD-89400,2024-01-09,2024-01-09,,,JPY,2024-01-09,ReductionOrder,,,,,,,,千葉県,,,,,,,,千葉県,,,,,,,,,,,,,0,260,86
18,,57,de43250a-d3ff-4812-9afc-31100c478d83,131,146,2024-04-05,190,152,2024-01-29,2024-06-02,2024-08-06,Draft,Activated,ORD-54325,2024-06-23,2024-06-23,,,JPY,2024-06-23,ReductionOrder,,,,,,,,三重県,,,,,,,,三重県,,,,,,,,,,,,,0,265,87
18,,235,a0aa8e71-c8d5-4231-bfd3-0467a634a46e,161,174,2024-07-24,16,260,2024-06-03,2024-07-11,2024-02-03,Draft,Draft,ORD-26635,2024-06-30,2024-06-30,,,JPY,2024-06-30,Standard,,,,,,,,三重県,,,,,,,,三重県,,,,,,,,,,,,,0,266,88
18,,156,71dffc24-6719-42b7-b606-458c523c5d7e,165,4,2024-01-24,34,219,2024-07-21,2024-02-25,2024-05-29,Activated,Completed,ORD-11148,2024-04-13,2024-04-13,,,JPY,2024-04-13,Standard,,,,,,,,三重県,,,,,,,,三重県,,,,,,,,,,,,,0,267,89
18,,114,78b910f7-aff4-4662-ac3d-c1805bea46e2,158,63,2024-08-02,78,131,2024-01-20,2024-02-15,2024-05-30,Canceled,Completed,ORD-11406,2024-03-03,2024-03-03,,,JPY,2024-03-03,Standard,,,,,,,,三重県,,,,,,,,三重県,,,,,,,,,,,,,0,275,90
18,,165,aa1bf9c6-72e7-4bf9-8a33-267bda5d5d62,198,169,2024-03-22,252,209,2024-01-11,2024-04-02,2024-04-09,Canceled,Activated,ORD-84060,2024-03-16,2024-03-16,,,JPY,2024-03-16,Standard,,,,,,,,三重県,,,,,,,,三重県,,,,,,,,,,,,,0,276,91
18,,159,2e689228-fd09-49bf-a184-10ba7b5c48d0,146,47,2024-06-03,46,13,2024-01-16,2024-07-28,2024-01-24,Activated,Canceled,ORD-41600,2024-04-21,2024-04-21,,,JPY,2024-04-21,Standard,,,,,,,,三重県,,,,,,,,三重県,,,,,,,,,,,,,0,277,92
18,,42,a6b801ca-834b-47f5-a90e-1fb560fe432b,256,200,2024-03-04,148,249,2024-07-16,2024-04-23,2024-04-10,Completed,Draft,ORD-98107,2024-04-26,2024-04-26,,,JPY,2024-04-26,ReductionOrder,,,,,,,,三重県,,,,,,,,三重県,,,,,,,,,,,,,0,280,93
19,,46,f99d8b00-823f-4b02-a3d3-ab922529a686,199,209,2024-08-04,17,206,2024-05-05,2024-06-10,2024-03-10,Canceled,Activated,ORD-56680,2024-02-13,2024-02-13,,,JPY,2024-02-13,ReductionOrder,,,,,,,,埼玉県,,,,,,,,埼玉県,,,,,,,,,,,,,0,286,94
19,,150,0aa6a1e4-9027-4344-9d1c-fc0e01e35cb4,3,215,2024-08-04,60,69,2024-07-31,2024-03-04,2024-07-30,Completed,Draft,ORD-93576,2024-02-13,2024-02-13,,,JPY,2024-02-13,ReductionOrder,,,,,,,,埼玉県,,,,,,,,埼玉県,,,,,,,,,,,,,0,295,95
19,,13,48c8ace1-7c19-4c4c-b4ff-69284cefe888,244,247,2024-02-24,105,185,2024-02-12,2024-04-04,2024-06-05,Completed,Draft,ORD-27726,2024-01-29,2024-01-29,,,JPY,2024-01-29,Standard,,,,,,,,埼玉県,,,,,,,,埼玉県,,,,,,,,,,,,,0,300,96
19,,100,a99bb4ee-0ca6-42b5-a176-2fe44b52049e,196,119,2024-03-07,177,99,2024-03-11,2024-06-13,2024-06-13,Canceled,Completed,ORD-24358,2024-01-31,2024-01-31,,,JPY,2024-01-31,ReductionOrder,,,,,,,,埼玉県,,,,,,,,埼玉県,,,,,,,,,,,,,0,302,97
20,,250,d382a8ed-ace3-4a98-9666-c7712545baa7,53,37,2024-07-29,235,50,2024-04-01,2024-01-20,2024-01-01,Draft,Draft,ORD-88474,2024-05-17,2024-05-17,,,JPY,2024-05-17,Standard,,,,,,,,鹿児島県,,,,,,,,鹿児島県,,,,,,,,,,,,,0,305,98
20,,204,5c134e62-0a2a-4037-b3f3-6f9627920db1,134,59,2024-05-06,181,194,2024-02-08,2024-07-15,2024-08-04,Draft,Draft,ORD-55266,2024-04-24,2024-04-24,,,JPY,2024-04-24,ReductionOrder,,,,,,,,鹿児島県,,,,,,,,鹿児島県,,,,,,,,,,,,,0,322,99
21,,112,11f5dbe4-b531-452e-bfba-03ef53cf6e27,133,156,2024-07-22,70,231,2024-05-15,2024-03-06,2024-07-07,Activated,Canceled,ORD-98901,2024-02-04,2024-02-04,,,JPY,2024-02-04,ReductionOrder,,,,,,,,島根県,,,,,,,,島根県,,,,,,,,,,,,,0,325,100
21,,140,359c6ce8-a40e-4f04-9489-8a07dd525c89,169,110,2024-04-17,84,220,2024-01-23,2024-01-15,2024-05-19,Activated,Canceled,ORD-22011,2024-01-17,2024-01-17,,,JPY,2024-01-17,Standard,,,,,,,,島根県,,,,,,,,島根県,,,,,,,,,,,,,0,326,101
21,,247,d5c0cba4-9310-4778-912d-ce6cfe23d844,239,188,2024-02-29,172,151,2024-04-06,2024-08-06,2024-03-26,Activated,Draft,ORD-91129,2024-05-21,2024-05-21,,,JPY,2024-05-21,Standard,,,,,,,,島根県,,,,,,,,島根県,,,,,,,,,,,,,0,328,102
21,,1,9b4f78d5-ab0e-4d75-9656-0f66ffb5ae86,45,20,2024-06-28,92,218,2024-05-07,2024-04-14,2024-02-09,Draft,Completed,ORD-88957,2024-07-26,2024-07-26,,,JPY,2024-07-26,ReductionOrder,,,,,,,,島根県,,,,,,,,島根県,,,,,,,,,,,,,0,332,103
21,,211,c91dd556-bf32-477a-ab93-4de9b915061a,20,76,2024-06-23,151,183,2024-01-11,2024-04-30,2024-01-14,Canceled,Completed,ORD-72026,2024-03-28,2024-03-28,,,JPY,2024-03-28,Standard,,,,,,,,島根県,,,,,,,,島根県,,,,,,,,,,,,,0,333,104
22,,42,e8dd2a71-4c94-4216-8b5e-aaf1f6178537,2,213,2024-04-02,167,35,2024-02-21,2024-02-13,2024-04-07,Canceled,Canceled,ORD-74633,2024-04-17,2024-04-17,,,JPY,2024-04-17,ReductionOrder,,,,,,,,山梨県,,,,,,,,山梨県,,,,,,,,,,,,,0,337,105
22,,35,2f033fb3-7bce-4972-9afd-19f4cbb85d97,146,236,2024-01-04,131,33,2024-05-19,2024-02-05,2024-02-24,Canceled,Completed,ORD-76395,2024-03-03,2024-03-03,,,JPY,2024-03-03,Standard,,,,,,,,山梨県,,,,,,,,山梨県,,,,,,,,,,,,,0,338,106
23,,63,8b8c737e-91c7-4bf2-b669-14652164b3c2,216,144,2024-02-01,69,49,2024-03-04,2024-06-02,2024-04-24,Activated,Completed,ORD-17346,2024-07-27,2024-07-27,,,JPY,2024-07-27,Standard,,,,,,,,滋賀県,,,,,,,,滋賀県,,,,,,,,,,,,,0,346,107
24,,87,917bfe7e-c2a9-4433-97a8-4978a98c3605,246,82,2024-03-16,123,60,2024-07-16,2024-06-16,2024-05-28,Activated,Activated,ORD-73776,2024-04-06,2024-04-06,,,JPY,2024-04-06,Standard,,,,,,,,岩手県,,,,,,,,岩手県,,,,,,,,,,,,,0,349,108
24,,177,3de1de35-a8c0-4599-bc10-ca176b771929,32,177,2024-06-07,58,253,2024-01-10,2024-01-09,2024-06-10,Completed,Completed,ORD-00391,2024-07-22,2024-07-22,,,JPY,2024-07-22,ReductionOrder,,,,,,,,岩手県,,,,,,,,岩手県,,,,,,,,,,,,,0,351,109
24,,121,a662fefd-0733-4938-b34f-ef78ac61c58c,87,73,2024-03-20,226,163,2024-08-02,2024-06-24,2024-08-01,Canceled,Canceled,ORD-74915,2024-03-20,2024-03-20,,,JPY,2024-03-20,ReductionOrder,,,,,,,,岩手県,,,,,,,,岩手県,,,,,,,,,,,,,0,352,110
24,,83,917cbd43-c319-48fe-965f-6177f25c8ce0,15,230,2024-01-04,78,37,2024-06-28,2024-04-05,2024-04-28,Activated,Activated,ORD-55461,2024-03-12,2024-03-12,,,JPY,2024-03-12,ReductionOrder,,,,,,,,岩手県,,,,,,,,岩手県,,,,,,,,,,,,,0,355,111
25,,124,64bafc2a-9792-40d3-bcf3-a579d00a6181,5,260,2024-06-22,207,45,2024-06-15,2024-08-04,2024-06-03,Activated,Canceled,ORD-84606,2024-05-25,2024-05-25,,,JPY,2024-05-25,Standard,,,,,,,,京都府,,,,,,,,京都府,,,,,,,,,,,,,0,358,112
25,,179,bb63eacb-240e-4d51-bde2-3f2a91bc2c9b,195,9,2024-05-21,91,87,2024-04-27,2024-02-22,2024-01-12,Canceled,Activated,ORD-79954,2024-06-02,2024-06-02,,,JPY,2024-06-02,Standard,,,,,,,,京都府,,,,,,,,京都府,,,,,,,,,,,,,0,363,113
25,,171,d28f4a57-b422-4050-a068-2f386a842312,201,241,2024-02-17,157,134,2024-07-25,2024-04-27,2024-07-26,Canceled,Activated,ORD-55483,2024-01-21,2024-01-21,,,JPY,2024-01-21,ReductionOrder,,,,,,,,京都府,,,,,,,,京都府,,,,,,,,,,,,,0,365,114
25,,229,28f56c1f-ff0d-4664-95b6-ff3d63e191c0,108,31,2024-06-23,243,148,2024-05-08,2024-02-22,2024-01-16,Draft,Completed,ORD-36592,2024-06-18,2024-06-18,,,JPY,2024-06-18,ReductionOrder,,,,,,,,京都府,,,,,,,,京都府,,,,,,,,,,,,,0,368,115
25,,66,62f315b4-6d53-4993-9a49-9cc16a833276,229,120,2024-04-14,121,159,2024-01-23,2024-08-04,2024-03-05,Draft,Completed,ORD-05041,2024-04-02,2024-04-02,,,JPY,2024-04-02,Standard,,,,,,,,京都府,,,,,,,,京都府,,,,,,,,,,,,,0,369,116
25,,214,42657c21-93ac-4557-86ea-a3574ffa85fe,209,168,2024-01-25,77,52,2024-07-25,2024-04-15,2024-06-24,Activated,Completed,ORD-84941,2024-05-11,2024-05-11,,,JPY,2024-05-11,ReductionOrder,,,,,,,,京都府,,,,,,,,京都府,,,,,,,,,,,,,0,371,117
25,,249,7253f83c-4033-4fc0-af4a-88bba8c5f01c,43,228,2024-07-18,31,208,2024-05-07,2024-01-26,2024-06-22,Draft,Activated,ORD-36155,2024-01-09,2024-01-09,,,JPY,2024-01-09,Standard,,,,,,,,京都府,,,,,,,,京都府,,,,,,,,,,,,,0,376,118
25,,185,383ea5c2-95b6-40ee-8229-4a354e3cb49b,248,50,2024-03-04,128,107,2024-05-12,2024-04-09,2024-04-17,Canceled,Draft,ORD-80704,2024-01-01,2024-01-01,,,JPY,2024-01-01,Standard,,,,,,,,京都府,,,,,,,,京都府,,,,,,,,,,,,,0,379,119
25,,103,1b1fdbb6-2ec8-45ed-94de-3244a52a5066,170,83,2024-04-23,148,198,2024-04-27,2024-03-15,2024-04-03,Completed,Activated,ORD-37780,2024-03-19,2024-03-19,,,JPY,2024-03-19,Standard,,,,,,,,京都府,,,,,,,,京都府,,,,,,,,,,,,,0,380,120
25,,103,a058fabd-4e5e-4e5e-9390-6871ac37110e,36,174,2024-05-08,46,248,2024-03-23,2024-06-30,2024-01-17,Canceled,Activated,ORD-40050,2024-05-16,2024-05-16,,,JPY,2024-05-16,Standard,,,,,,,,京都府,,,,,,,,京都府,,,,,,,,,,,,,0,384,121
25,,173,f6815f8b-51e9-490f-9f52-42c9aeae1328,183,150,2024-01-28,3,142,2024-06-27,2024-02-14,2024-01-20,Completed,Activated,ORD-96089,2024-08-05,2024-08-05,,,JPY,2024-08-05,ReductionOrder,,,,,,,,京都府,,,,,,,,京都府,,,,,,,,,,,,,0,387,122
26,,55,8691eb7c-2061-4a9e-8a99-659998194de5,35,21,2024-02-02,61,201,2024-02-11,2024-03-28,2024-04-28,Completed,Activated,ORD-62011,2024-03-01,2024-03-01,,,JPY,2024-03-01,ReductionOrder,,,,,,,,東京都,,,,,,,,東京都,,,,,,,,,,,,,0,390,123
27,,158,f3b06355-1202-4447-a8b9-969020a6ff95,94,62,2024-04-19,112,183,2024-06-26,2024-04-06,2024-02-14,Canceled,Completed,ORD-81618,2024-04-11,2024-04-11,,,JPY,2024-04-11,ReductionOrder,,,,,,,,京都府,,,,,,,,京都府,,,,,,,,,,,,,0,392,124
27,,30,7c61e2cd-a1c1-4089-9c37-4b13a226b5f3,124,236,2024-01-17,212,210,2024-04-14,2024-07-17,2024-02-12,Activated,Completed,ORD-30476,2024-02-02,2024-02-02,,,JPY,2024-02-02,ReductionOrder,,,,,,,,京都府,,,,,,,,京都府,,,,,,,,,,,,,0,396,125
27,,126,5facb7c2-5b27-4349-96e8-70a761615aae,166,22,2024-01-30,102,251,2024-04-28,2024-05-15,2024-06-05,Activated,Activated,ORD-83815,2024-01-12,2024-01-12,,,JPY,2024-01-12,ReductionOrder,,,,,,,,京都府,,,,,,,,京都府,,,,,,,,,,,,,0,402,126
27,,243,1e83c0af-d1d9-4625-8e6c-118c7b5a5248,121,260,2024-06-22,43,178,2024-03-05,2024-02-22,2024-04-22,Draft,Canceled,ORD-91748,2024-01-24,2024-01-24,,,JPY,2024-01-24,ReductionOrder,,,,,,,,京都府,,,,,,,,京都府,,,,,,,,,,,,,0,404,127
27,,222,b65e78aa-b4c0-429a-8879-176243cd722c,87,240,2024-03-14,237,234,2024-04-14,2024-02-04,2024-02-04,Completed,Draft,ORD-28685,2024-08-04,2024-08-04,,,JPY,2024-08-04,Standard,,,,,,,,京都府,,,,,,,,京都府,,,,,,,,,,,,,0,407,128
27,,43,83f5c0b0-8f26-4fc2-b978-27158121aef9,156,144,2024-03-13,124,257,2024-07-11,2024-03-31,2024-04-29,Activated,Activated,ORD-58205,2024-08-05,2024-08-05,,,JPY,2024-08-05,ReductionOrder,,,,,,,,京都府,,,,,,,,京都府,,,,,,,,,,,,,0,411,129
29,,228,70cb50f6-f164-4b2b-affb-7ba4f36d0987,171,204,2024-08-06,253,6,2024-01-22,2024-03-12,2024-04-27,Canceled,Draft,ORD-08142,2024-06-03,2024-06-03,,,JPY,2024-06-03,ReductionOrder,,,,,,,,青森県,,,,,,,,青森県,,,,,,,,,,,,,0,415,130
29,,30,6a9c233d-7a1f-45a6-b944-1ec7c9eea940,252,153,2024-07-26,79,57,2024-05-29,2024-05-10,2024-07-12,Draft,Canceled,ORD-87519,2024-06-29,2024-06-29,,,JPY,2024-06-29,ReductionOrder,,,,,,,,青森県,,,,,,,,青森県,,,,,,,,,,,,,0,418,131
29,,100,e3e9cc3e-9d06-46f0-acbe-eb097e1778b5,209,64,2024-07-31,192,35,2024-05-07,2024-03-26,2024-06-10,Canceled,Canceled,ORD-24629,2024-01-05,2024-01-05,,,JPY,2024-01-05,ReductionOrder,,,,,,,,青森県,,,,,,,,青森県,,,,,,,,,,,,,0,423,132
29,,100,a5e776b8-073e-4d4e-8989-755701f524d7,146,220,2024-05-01,208,105,2024-07-21,2024-06-06,2024-07-30,Activated,Activated,ORD-81662,2024-02-24,2024-02-24,,,JPY,2024-02-24,ReductionOrder,,,,,,,,青森県,,,,,,,,青森県,,,,,,,,,,,,,0,424,133
29,,223,4e03b7c6-da69-4d69-bc07-66a8d466f5db,231,112,2024-02-28,99,50,2024-01-07,2024-02-29,2024-01-07,Canceled,Canceled,ORD-47451,2024-05-27,2024-05-27,,,JPY,2024-05-27,Standard,,,,,,,,青森県,,,,,,,,青森県,,,,,,,,,,,,,0,425,134
29,,177,ba53f7ae-d11f-4ba5-95dd-6b17e1a40bf5,83,159,2024-05-07,147,255,2024-08-01,2024-07-30,2024-01-24,Canceled,Draft,ORD-32138,2024-07-06,2024-07-06,,,JPY,2024-07-06,ReductionOrder,,,,,,,,青森県,,,,,,,,青森県,,,,,,,,,,,,,0,428,135
29,,54,26fa1086-b4d2-4aa2-94f2-aeff79cccaf4,67,251,2024-01-05,9,85,2024-06-10,2024-06-30,2024-07-28,Draft,Activated,ORD-17538,2024-04-01,2024-04-01,,,JPY,2024-04-01,Standard,,,,,,,,青森県,,,,,,,,青森県,,,,,,,,,,,,,0,429,136
29,,72,aa4006c1-bf65-46f6-9381-12283b76afb2,242,254,2024-05-27,150,231,2024-05-17,2024-02-11,2024-01-23,Canceled,Draft,ORD-52091,2024-04-14,2024-04-14,,,JPY,2024-04-14,Standard,,,,,,,,青森県,,,,,,,,青森県,,,,,,,,,,,,,0,430,137
29,,61,e6526e00-923d-4346-9dfa-22e4e1c456bc,20,77,2024-02-22,17,182,2024-07-06,2024-07-10,2024-03-09,Completed,Activated,ORD-80406,2024-07-02,2024-07-02,,,JPY,2024-07-02,Standard,,,,,,,,青森県,,,,,,,,青森県,,,,,,,,,,,,,0,435,138
29,,227,7acc1f55-8beb-43ce-a5cf-d437bfc4890b,12,21,2024-06-26,216,49,2024-07-02,2024-05-25,2024-01-26,Draft,Canceled,ORD-07494,2024-07-29,2024-07-29,,,JPY,2024-07-29,Standard,,,,,,,,青森県,,,,,,,,青森県,,,,,,,,,,,,,0,443,139
30,,164,a7581a97-411d-4ded-bde0-fe1ecf0c0fac,231,148,2024-07-26,77,150,2024-04-23,2024-01-22,2024-06-21,Activated,Activated,ORD-42815,2024-07-03,2024-07-03,,,JPY,2024-07-03,ReductionOrder,,,,,,,,神奈川県,,,,,,,,神奈川県,,,,,,,,,,,,,0,448,140
30,,245,ee18470b-5088-42ed-8bba-95a619f641bf,146,161,2024-07-18,38,131,2024-01-05,2024-08-03,2024-05-02,Activated,Draft,ORD-01379,2024-07-28,2024-07-28,,,JPY,2024-07-28,ReductionOrder,,,,,,,,神奈川県,,,,,,,,神奈川県,,,,,,,,,,,,,0,449,141
30,,129,a5995f4c-133c-4389-afda-ccfcdc7e5c96,254,22,2024-04-01,216,244,2024-01-24,2024-05-14,2024-05-07,Activated,Completed,ORD-69598,2024-03-18,2024-03-18,,,JPY,2024-03-18,ReductionOrder,,,,,,,,神奈川県,,,,,,,,神奈川県,,,,,,,,,,,,,0,452,142
30,,242,bf000952-0e0e-45e8-8268-fd237ba539c5,166,143,2024-07-03,236,240,2024-02-28,2024-03-04,2024-03-28,Canceled,Activated,ORD-52568,2024-04-26,2024-04-26,,,JPY,2024-04-26,ReductionOrder,,,,,,,,神奈川県,,,,,,,,神奈川県,,,,,,,,,,,,,0,453,143
30,,41,0ca33e96-a7d6-42c9-9b3c-2f9db89eca96,48,49,2024-04-06,150,15,2024-06-10,2024-02-10,2024-04-11,Activated,Completed,ORD-83299,2024-03-01,2024-03-01,,,JPY,2024-03-01,ReductionOrder,,,,,,,,神奈川県,,,,,,,,神奈川県,,,,,,,,,,,,,0,455,144
30,,90,40b9c4f8-88d5-46bc-8dfd-733ab7b21864,249,244,2024-04-26,157,73,2024-05-30,2024-07-04,2024-02-19,Activated,Canceled,ORD-68224,2024-04-12,2024-04-12,,,JPY,2024-04-12,Standard,,,,,,,,神奈川県,,,,,,,,神奈川県,,,,,,,,,,,,,0,456,145
30,,17,3d1d742b-1250-443e-a5a7-ea93d24a7ecb,208,168,2024-07-28,255,86,2024-06-05,2024-02-21,2024-07-09,Activated,Activated,ORD-27862,2024-04-24,2024-04-24,,,JPY,2024-04-24,Standard,,,,,,,,神奈川県,,,,,,,,神奈川県,,,,,,,,,,,,,0,457,146
30,,249,d3141bdd-602a-4550-a880-7efc9750f05a,20,101,2024-04-28,129,154,2024-07-10,2024-04-02,2024-02-16,Draft,Completed,ORD-19759,2024-07-06,2024-07-06,,,JPY,2024-07-06,ReductionOrder,,,,,,,,神奈川県,,,,,,,,神奈川県,,,,,,,,,,,,,0,458,147
30,,136,f1bfc1c8-513f-4974-938e-cb84caf757b6,74,65,2024-07-14,90,88,2024-02-05,2024-06-08,2024-05-19,Draft,Activated,ORD-64247,2024-01-06,2024-01-06,,,JPY,2024-01-06,ReductionOrder,,,,,,,,神奈川県,,,,,,,,神奈川県,,,,,,,,,,,,,0,459,148
30,,155,c8858ae8-258a-41d2-b520-832eb0b4dc95,63,114,2024-07-31,185,66,2024-05-17,2024-01-06,2024-05-08,Canceled,Activated,ORD-29982,2024-01-27,2024-01-27,,,JPY,2024-01-27,ReductionOrder,,,,,,,,神奈川県,,,,,,,,神奈川県,,,,,,,,,,,,,0,465,149
30,,135,e92e3ee9-bb23-4435-8ac8-60cc96f992d6,94,111,2024-03-17,12,198,2024-05-16,2024-01-14,2024-05-16,Draft,Activated,ORD-84885,2024-01-13,2024-01-13,,,JPY,2024-01-13,ReductionOrder,,,,,,,,神奈川県,,,,,,,,神奈川県,,,,,,,,,,,,,0,469,150
30,,39,02c9199e-68f4-4e8a-a8f3-6ffe12fe0e6a,187,97,2024-06-06,239,77,2024-05-14,2024-08-05,2024-04-08,Draft,Draft,ORD-79641,2024-02-13,2024-02-13,,,JPY,2024-02-13,ReductionOrder,,,,,,,,神奈川県,,,,,,,,神奈川県,,,,,,,,,,,,,0,470,151
31,,258,2567baa1-0817-43ad-8767-f37a7113efeb,56,5,2024-05-12,260,130,2024-01-13,2024-01-24,2024-02-04,Activated,Completed,ORD-52186,2024-07-03,2024-07-03,,,JPY,2024-07-03,ReductionOrder,,,,,,,,高知県,,,,,,,,高知県,,,,,,,,,,,,,0,478,152
31,,173,b7723d87-95db-4220-9323-3f218c70018e,8,63,2024-05-12,171,136,2024-01-04,2024-04-28,2024-03-14,Activated,Draft,ORD-45963,2024-04-02,2024-04-02,,,JPY,2024-04-02,Standard,,,,,,,,高知県,,,,,,,,高知県,,,,,,,,,,,,,0,479,153
31,,187,f656e2cc-2056-49e3-95e0-ee5c1674a260,93,74,2024-05-20,212,70,2024-06-06,2024-05-29,2024-05-16,Activated,Completed,ORD-10269,2024-07-23,2024-07-23,,,JPY,2024-07-23,ReductionOrder,,,,,,,,高知県,,,,,,,,高知県,,,,,,,,,,,,,0,482,154
31,,141,d4524b5c-c2d6-41a5-89c1-a2ee4a073e82,57,108,2024-02-04,226,53,2024-02-18,2024-06-05,2024-04-04,Completed,Completed,ORD-23495,2024-07-10,2024-07-10,,,JPY,2024-07-10,Standard,,,,,,,,高知県,,,,,,,,高知県,,,,,,,,,,,,,0,485,155
32,,63,79f7879f-9eb1-4b05-8513-bf1ec44646b7,249,240,2024-05-07,249,147,2024-02-18,2024-04-20,2024-03-09,Completed,Canceled,ORD-31795,2024-05-31,2024-05-31,,,JPY,2024-05-31,Standard,,,,,,,,岐阜県,,,,,,,,岐阜県,,,,,,,,,,,,,0,491,156
32,,114,f6d054c7-7522-4712-b0cd-39b65549b371,140,132,2024-07-20,133,143,2024-03-12,2024-07-28,2024-04-22,Draft,Completed,ORD-44289,2024-03-21,2024-03-21,,,JPY,2024-03-21,ReductionOrder,,,,,,,,岐阜県,,,,,,,,岐阜県,,,,,,,,,,,,,0,497,157
33,,165,a098af8d-2669-4f09-ba3b-f61f22b0db62,28,157,2024-03-29,160,48,2024-01-08,2024-06-07,2024-01-13,Draft,Draft,ORD-50497,2024-04-15,2024-04-15,,,JPY,2024-04-15,Standard,,,,,,,,山口県,,,,,,,,山口県,,,,,,,,,,,,,0,503,158
33,,37,0aa8cecc-ba3f-455e-a30e-ee381cdbf508,20,17,2024-07-24,25,200,2024-05-20,2024-04-30,2024-01-09,Activated,Activated,ORD-83672,2024-03-13,2024-03-13,,,JPY,2024-03-13,ReductionOrder,,,,,,,,山口県,,,,,,,,山口県,,,,,,,,,,,,,0,506,159
33,,197,742a9327-8a35-4aae-bd71-b7a478032fa5,5,142,2024-04-15,137,107,2024-04-15,2024-03-09,2024-06-20,Completed,Canceled,ORD-75751,2024-06-09,2024-06-09,,,JPY,2024-06-09,ReductionOrder,,,,,,,,山口県,,,,,,,,山口県,,,,,,,,,,,,,0,507,160
33,,28,50e125f8-8355-4547-9010-1e449079fb2b,257,30,2024-07-03,255,113,2024-02-18,2024-02-04,2024-07-24,Activated,Draft,ORD-56831,2024-03-18,2024-03-18,,,JPY,2024-03-18,Standard,,,,,,,,山口県,,,,,,,,山口県,,,,,,,,,,,,,0,510,161
34,,8,67bf6f0b-30cb-4da7-bf1a-36df97188c1f,83,3,2024-03-22,179,101,2024-05-24,2024-06-30,2024-03-31,Canceled,Activated,ORD-53009,2024-02-13,2024-02-13,,,JPY,2024-02-13,Standard,,,,,,,,愛知県,,,,,,,,愛知県,,,,,,,,,,,,,0,513,162
34,,39,e7a7f4b0-6e3b-4bc1-a983-c652cdaf383d,217,154,2024-02-13,201,46,2024-01-31,2024-07-04,2024-02-11,Completed,Activated,ORD-57940,2024-04-08,2024-04-08,,,JPY,2024-04-08,Standard,,,,,,,,愛知県,,,,,,,,愛知県,,,,,,,,,,,,,0,519,163
34,,112,3c913863-8ea7-4781-8924-6feff13444af,157,10,2024-05-02,59,171,2024-04-16,2024-08-06,2024-06-25,Activated,Draft,ORD-78904,2024-07-15,2024-07-15,,,JPY,2024-07-15,ReductionOrder,,,,,,,,愛知県,,,,,,,,愛知県,,,,,,,,,,,,,0,521,164
34,,128,e44c465c-09ca-4274-8bd4-d0e4beadf9ed,183,65,2024-03-31,108,48,2024-02-14,2024-07-10,2024-07-24,Activated,Activated,ORD-46863,2024-05-12,2024-05-12,,,JPY,2024-05-12,ReductionOrder,,,,,,,,愛知県,,,,,,,,愛知県,,,,,,,,,,,,,0,530,165
34,,259,9b15765a-855e-4f1c-9aa3-7991bd9ad8bd,115,147,2024-02-29,176,152,2024-01-20,2024-03-05,2024-05-30,Canceled,Completed,ORD-86184,2024-03-15,2024-03-15,,,JPY,2024-03-15,ReductionOrder,,,,,,,,愛知県,,,,,,,,愛知県,,,,,,,,,,,,,0,531,166
34,,190,f81c9400-bf00-496a-89b5-d5ab8d5e9e08,141,87,2024-02-07,190,156,2024-06-17,2024-04-27,2024-01-10,Draft,Draft,ORD-60778,2024-06-11,2024-06-11,,,JPY,2024-06-11,ReductionOrder,,,,,,,,愛知県,,,,,,,,愛知県,,,,,,,,,,,,,0,532,167
