IsDeleted,MasterRecordId,Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,Phone,Fax,AccountNumber,Website,Sic,Industry,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Description,Rating,Site,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Jigsaw,JigsawCompanyId,CleanStatus,AccountSource,DunsNumber,Tradestyle,NaicsCode,NaicsDesc,YearStarted,SicDesc,DandbCompanyId,id
0,,藤原情報合同会社,Customer,,,,奈良県,,Japan,,,奈良県,,Japan,070-6935-4626,090-2028-9876,13365,http://fujiwara.jp/,8929,Healthcare,49469403,917,,DuA,,Cold,,224,2024-06-01,125,2024-03-12,12,2024-02-22,,,,,,NotMatched,Web,673187024,,3218,癌,2011,,,86
0,,伊藤通信合同会社,Partner,,,,熊本県,,Japan,,,熊本県,,Japan,070-6605-3077,070-4560-8787,12945,http://matsuda.com/,6373,Finance,4453462,4270,,ydl,,Warm,,32,2024-03-04,173,2024-04-30,258,2024-02-21,,,,,,Matched,Web,623867429,,2151,戦略的,1956,,,87
0,,村上鉱業合同会社,Partner,,,,熊本県,,Japan,,,熊本県,,Japan,58-6902-8047,090-5464-3994,97324,https://www.kato.jp/,6662,Finance,8025203,2196,,vWt,,Warm,,12,2024-05-29,86,2024-07-30,43,2024-07-14,,,,,,Pending,Web,567269739,,9400,出演者,1971,,,88
0,,佐藤水産有限会社,Partner,,,,秋田県,,Japan,,,秋田県,,Japan,04-2550-9684,080-6777-1062,41402,http://www.sakamoto.com/,7332,Technology,48979191,2215,,fej,,Cold,,227,2024-03-28,121,2024-04-19,126,2024-01-03,,,,,,Matched,Partner,150597903,,7003,助けて,1941,,,89
0,,合同会社中島鉱業,Partner,,,,静岡県,,Japan,,,静岡県,,Japan,17-6698-2505,090-6725-8852,65104,http://saito.jp/,7177,Finance,48844573,2067,,owX,,Warm,,234,2024-04-04,58,2024-01-23,68,2024-01-29,,,,,,NotMatched,Web,311156346,,2661,狭い,1988,,,90
0,,中川銀行有限会社,Customer,,,,香川県,,Japan,,,香川県,,Japan,070-2504-7537,11-5424-3501,97220,http://www.hashimoto.com/,1520,Finance,47477476,321,,Dyv,,Warm,,51,2024-04-20,238,2024-07-17,110,2024-04-10,,,,,,Pending,Partner,163182928,,9342,省略,1933,,,91
0,,林電気合同会社,Partner,,,,愛媛県,,Japan,,,愛媛県,,Japan,080-3998-2146,080-5538-0105,42816,http://fukuda.jp/,4432,Finance,34161630,2759,,Kng,,Hot,,240,2024-03-23,107,2024-05-08,56,2024-03-26,,,,,,NotMatched,Referral,413564967,,3217,メニュー,1919,,,92
0,,井上情報合同会社,Partner,,,,愛知県,,Japan,,,愛知県,,Japan,080-7748-2340,070-0893-7654,32141,https://www.sasaki.com/,9610,Technology,14431877,2943,,qCQ,,Cold,,48,2024-03-13,124,2024-05-30,182,2024-03-09,,,,,,Matched,Web,404545094,,5531,緩む,1982,,,93
0,,有限会社青木鉱業,Customer,,,,岡山県,,Japan,,,岡山県,,Japan,070-1195-0547,85-0047-5839,19148,http://okada.net/,1865,Retail,1723350,3115,,EES,,Warm,,111,2024-06-05,189,2024-05-27,223,2024-03-08,,,,,,NotMatched,Direct,437935288,,1764,ささやき,1984,,,94
0,,株式会社三浦銀行,Customer,,,,兵庫県,,Japan,,,兵庫県,,Japan,35-3194-0333,22-9007-3142,32128,https://saito.org/,4068,Technology,46913910,339,,KqA,,Cold,,143,2024-05-06,191,2024-05-02,81,2024-05-08,,,,,,NotMatched,Partner,106978221,,5442,バナー,2016,,,95
0,,村上水産株式会社,Customer,,,,神奈川県,,Japan,,,神奈川県,,Japan,070-0022-1737,070-2663-3174,89771,https://kobayashi.com/,2264,Technology,25187299,3254,,LPq,,Hot,,173,2024-07-22,6,2024-05-13,78,2024-04-19,,,,,,NotMatched,Web,556519656,,7824,本質的な,2017,,,96
0,,株式会社吉田情報,Partner,,,,島根県,,Japan,,,島根県,,Japan,070-6361-2041,88-8031-0417,61891,https://www.okamoto.com/,7502,Healthcare,44401726,3521,,LTO,,Cold,,52,2024-05-05,160,2024-06-02,46,2024-03-26,,,,,,Pending,Direct,561405782,,3482,ささやき,2001,,,97
0,,藤原運輸株式会社,Customer,,,,奈良県,,Japan,,,奈良県,,Japan,10-2005-3858,080-4526-1234,43338,http://www.maeda.org/,5661,Finance,1686630,127,,RtY,,Cold,,57,2024-05-23,215,2024-04-14,202,2024-06-11,,,,,,NotMatched,Referral,355285132,,7955,建築,2013,,,98
0,,株式会社中川保険,Customer,,,,栃木県,,Japan,,,栃木県,,Japan,070-1385-8134,070-1123-8077,28454,http://yamazaki.net/,8378,Finance,31015865,194,,qCd,,Hot,,4,2024-04-27,139,2024-05-03,176,2024-04-26,,,,,,NotMatched,Direct,912132397,,7461,バス,1902,,,99
0,,岡田運輸合同会社,Partner,,,,宮城県,,Japan,,,宮城県,,Japan,38-6944-5293,080-1728-2149,36566,https://www.sakamoto.com/,9448,Technology,9187170,1676,,gDR,,Hot,,89,2024-05-18,211,2024-01-26,253,2024-07-06,,,,,,Pending,Direct,948908026,,9678,同行,1944,,,100
