IsDeleted,AccountId,NextStep,PushCount,RecordTypeId,IsPrivate,Name,Description,StageName,Amount,Probability,ExpectedRevenue,TotalOpportunityQuantity,CloseDate,Type,LeadSource,IsWon,IsClosed,ForecastCategory,ForecastCategoryName,CampaignId,HasOpportunityLineItem,Pricebook2Id,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastStageChangeDate,FiscalQuarter,FiscalYear,Fiscal,CurrencyIsoCode,ContactId,LastViewedDate,LastReferencedDate,HasOpenActivity,HasOverdueTask,LastAmountChangedHistoryId,LastCloseDateChangedHistoryId,Product2Id__c,id
0,9,,,,0,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Prospecting,,100,,45,2024-01-11,New Customer,Email,,1,Omitted,Omitted,19,0,,243,2024-01-29,177,2024-03-16,89,2024-07-02,2024-07-27,2024-03-19,3079,2024,シェービング,JPY,51,2024-06-11,2024-06-29,1,0,,,5,136
0,9,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Proposal/Price Quote,,20,,40,2024-04-30,Existing Customer - Replacement,Phone,,1,Closed,Closed,24,1,,90,2024-02-06,238,2024-05-22,81,2024-05-27,2024-03-31,2024-05-25,778,2015,厳しい,JPY,51,2024-03-12,2024-07-07,0,1,,,10,137
0,9,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Negotiation/Review,,0,,45,2024-06-03,Existing Customer - Downgrade,Partner,,1,Commit,Commit,2,1,,222,2024-02-02,63,2024-05-31,211,2024-06-24,2024-04-30,2024-01-30,4939,2017,拡張,JPY,51,2024-07-31,2024-04-19,1,1,,,11,138
0,9,,,,0,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Id. Decision Makers,,50,,50,2024-07-31,Existing Customer - Upgrade,Email,,1,Commit,Commit,8,1,,97,2024-05-06,73,2024-04-25,19,2024-05-16,2024-07-30,2024-03-31,533,2018,式,JPY,52,2024-04-05,2024-07-27,0,1,,,12,139
0,9,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Qualification,,40,,20,2024-04-06,New Customer,Phone,,1,Closed,Closed,8,1,,246,2024-03-29,123,2024-05-20,10,2024-05-11,2024-04-20,2024-06-13,1752,1982,叔父,JPY,52,2024-03-13,2024-01-07,0,1,,,12,140
0,9,,,,0,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Proposal/Price Quote,,70,,5,2024-02-24,New Customer,Phone,,1,Commit,Commit,17,1,,16,2024-05-16,180,2024-05-12,80,2024-01-23,2024-04-22,2024-06-12,9913,1996,トレーナー,JPY,52,2024-01-14,2024-07-26,0,1,,,6,141
0,9,,,,0,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Negotiation/Review,,0,,45,2024-06-20,Existing Customer - Upgrade,Phone,,1,BestCase,Best Case,9,0,,33,2024-05-18,141,2024-03-27,220,2024-04-30,2024-02-20,2024-03-25,8124,1972,細かい,JPY,53,2024-05-15,2024-07-03,1,0,,,7,142
0,9,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Prospecting,,0,,20,2024-01-15,Existing Customer - Replacement,Email,,1,Closed,Closed,6,1,,79,2024-02-14,13,2024-01-28,69,2024-01-27,2024-04-22,2024-01-22,3312,1971,装置,JPY,54,2024-04-14,2024-02-01,0,0,,,2,143
0,9,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Closed Lost,,50,,35,2024-08-03,Existing Customer - Downgrade,Web,,1,Pipeline,Pipeline,2,1,,208,2024-03-29,221,2024-05-17,183,2024-05-26,2024-02-23,2024-05-15,1641,1973,必要,JPY,54,2024-06-08,2024-03-06,1,1,,,5,144
0,9,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Perception Analysis,,70,,20,2024-03-23,New Customer,Email,,1,Closed,Closed,20,0,,226,2024-03-23,145,2024-03-08,79,2024-02-02,2024-04-05,2024-06-24,5243,1976,ヒール,JPY,55,2024-05-01,2024-06-25,1,1,,,11,145
0,9,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Closed Lost,,60,,35,2024-03-11,Existing Customer - Upgrade,Phone,,1,Omitted,Omitted,11,0,,222,2024-01-05,232,2024-07-15,61,2024-06-17,2024-05-21,2024-05-22,8992,2002,画面,JPY,55,2024-05-19,2024-04-10,1,0,,,3,146
0,10,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Needs Analysis,,60,,35,2024-07-19,Existing Customer - Expansion,Phone,,1,Closed,Closed,11,1,,128,2024-01-20,144,2024-05-23,86,2024-06-11,2024-02-21,2024-04-01,2750,2016,差別する,JPY,56,2024-05-15,2024-04-18,0,0,,,2,147
0,10,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Closed Won,,90,,50,2024-01-23,Existing Customer - Upgrade,Email,,1,Pipeline,Pipeline,15,1,,207,2024-04-08,217,2024-07-30,155,2024-06-16,2024-03-26,2024-03-25,9012,2020,ない,JPY,56,2024-01-16,2024-01-04,1,0,,,11,148
0,10,,,,0,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Closed Won,,0,,10,2024-01-05,Existing Customer - Replacement,Referral,,1,BestCase,Best Case,21,1,,20,2024-02-07,126,2024-05-20,239,2024-06-02,2024-04-11,2024-05-30,6354,2000,陶器,JPY,56,2024-06-20,2024-07-17,0,0,,,4,149
0,10,,,,0,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Id. Decision Makers,,40,,30,2024-04-08,New Customer,Email,,1,Closed,Closed,7,0,,7,2024-01-16,232,2024-07-15,198,2024-01-22,2024-02-06,2024-04-19,7785,2003,インチ,JPY,56,2024-07-21,2024-05-26,1,0,,,1,150
0,10,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Qualification,,0,,20,2024-03-07,Existing Customer - Expansion,Web,,1,Commit,Commit,2,1,,195,2024-03-03,58,2024-07-20,20,2024-04-06,2024-06-10,2024-06-18,1739,1997,行進,JPY,57,2024-03-24,2024-01-13,1,0,,,10,151
0,10,,,,0,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Negotiation/Review,,60,,45,2024-07-30,Existing Customer - Upgrade,Phone,,1,Closed,Closed,1,1,,49,2024-07-17,51,2024-07-30,234,2024-07-12,2024-07-19,2024-01-22,1566,1973,見落とす,JPY,57,2024-07-21,2024-08-02,1,1,,,1,152
0,10,,,,0,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Perception Analysis,,20,,35,2024-07-11,Existing Customer - Expansion,Web,,1,BestCase,Best Case,12,0,,217,2024-01-20,77,2024-07-10,235,2024-06-30,2024-06-16,2024-04-01,2732,1996,文言,JPY,58,2024-05-12,2024-06-04,0,0,,,6,153
0,10,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Closed Won,,70,,10,2024-03-17,Existing Customer - Upgrade,Phone,,1,Pipeline,Pipeline,23,1,,208,2024-05-28,170,2024-04-15,256,2024-01-06,2024-02-07,2024-02-20,8846,2022,必要,JPY,58,2024-02-25,2024-06-17,0,1,,,2,154
0,10,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Id. Decision Makers,,60,,10,2024-01-01,Existing Customer - Expansion,Email,,1,BestCase,Best Case,16,1,,47,2024-07-09,213,2024-02-04,98,2024-07-09,2024-04-08,2024-04-10,6709,2000,デフォルト,JPY,58,2024-02-06,2024-04-12,0,1,,,4,155
0,10,,,,0,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Needs Analysis,,40,,5,2024-06-29,New Customer,Email,,1,Omitted,Omitted,28,0,,260,2024-02-05,154,2024-05-05,192,2024-04-09,2024-02-01,2024-05-01,2796,1997,叔父,JPY,58,2024-01-13,2024-04-04,0,1,,,2,156
0,10,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Needs Analysis,,0,,40,2024-01-11,Existing Customer - Upgrade,Web,,1,Closed,Closed,13,1,,239,2024-06-08,89,2024-06-15,139,2024-02-20,2024-03-06,2024-02-22,4047,2014,クール,JPY,59,2024-06-05,2024-02-25,1,0,,,1,157
0,10,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Prospecting,,70,,30,2024-04-27,Existing Customer - Expansion,Referral,,1,Pipeline,Pipeline,5,0,,181,2024-05-19,221,2024-06-03,168,2024-05-04,2024-01-13,2024-06-23,4278,2010,憲法,JPY,59,2024-06-15,2024-05-27,0,0,,,2,158
0,10,,,,0,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Closed Won,,50,,50,2024-01-24,Existing Customer - Replacement,Partner,,1,Pipeline,Pipeline,24,1,,212,2024-04-02,258,2024-05-21,212,2024-05-16,2024-07-24,2024-08-04,3719,2006,発生する,JPY,59,2024-04-06,2024-05-21,0,1,,,8,159
0,11,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Closed Lost,,0,,20,2024-04-30,Existing Customer - Expansion,Email,,1,Pipeline,Pipeline,26,1,,248,2024-01-25,34,2024-05-10,34,2024-04-21,2024-06-02,2024-05-20,5615,2022,合計,JPY,60,2024-02-18,2024-07-20,1,0,,,9,160
0,11,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Closed Won,,60,,35,2024-06-05,Existing Customer - Downgrade,Web,,1,Commit,Commit,29,0,,209,2024-06-10,22,2024-03-16,77,2024-04-22,2024-04-11,2024-05-25,9663,2016,憲法,JPY,60,2024-05-17,2024-06-12,1,0,,,6,161
0,11,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Closed Lost,,90,,20,2024-03-29,New Customer,Web,,1,BestCase,Best Case,12,1,,68,2024-04-11,199,2024-03-12,126,2024-02-03,2024-03-12,2024-05-06,1966,1977,リフト,JPY,60,2024-05-24,2024-02-21,1,1,,,5,162
0,11,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Closed Lost,,0,,35,2024-03-07,Existing Customer - Expansion,Email,,1,Omitted,Omitted,9,1,,227,2024-06-04,190,2024-07-29,115,2024-07-17,2024-07-24,2024-05-03,9737,1998,フェミニスト,JPY,60,2024-05-13,2024-07-03,1,1,,,5,163
0,11,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Proposal/Price Quote,,30,,5,2024-05-30,Existing Customer - Downgrade,Web,,1,BestCase,Best Case,1,1,,70,2024-02-02,173,2024-05-12,80,2024-03-25,2024-03-08,2024-02-05,4912,1974,自体,JPY,61,2024-04-18,2024-07-22,0,0,,,7,164
0,11,,,,0,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Closed Won,,100,,15,2024-01-18,Existing Customer - Upgrade,Referral,,1,Omitted,Omitted,21,0,,153,2024-04-14,259,2024-07-20,184,2024-04-05,2024-02-08,2024-07-18,950,1980,細かい,JPY,61,2024-07-28,2024-03-06,0,0,,,4,165
0,11,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Prospecting,,20,,40,2024-01-26,Existing Customer - Expansion,Email,,1,BestCase,Best Case,22,0,,148,2024-03-06,179,2024-07-26,110,2024-05-11,2024-06-01,2024-08-04,4388,1977,評議会,JPY,61,2024-07-16,2024-02-03,1,1,,,6,166
0,11,,,,0,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Closed Lost,,50,,25,2024-04-27,Existing Customer - Upgrade,Web,,1,BestCase,Best Case,14,0,,256,2024-04-09,48,2024-02-13,103,2024-07-12,2024-05-11,2024-02-22,5358,1988,保証金,JPY,61,2024-07-09,2024-04-05,0,1,,,8,167
0,12,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Closed Won,,0,,5,2024-03-17,Existing Customer - Expansion,Partner,,1,Pipeline,Pipeline,4,0,,112,2024-05-08,54,2024-05-19,214,2024-07-21,2024-01-19,2024-06-04,5224,1997,埋め込む,JPY,62,2024-01-21,2024-07-14,1,1,,,7,168
0,12,,,,0,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Negotiation/Review,,0,,35,2024-01-02,Existing Customer - Upgrade,Web,,1,BestCase,Best Case,19,0,,99,2024-07-05,188,2024-05-26,52,2024-01-01,2024-05-05,2024-02-10,4988,1973,ボトル,JPY,62,2024-02-08,2024-07-11,1,1,,,6,169
0,12,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Closed Lost,,20,,30,2024-05-29,New Customer,Partner,,1,Closed,Closed,4,0,,66,2024-07-01,252,2024-05-14,167,2024-03-30,2024-06-19,2024-06-11,125,1986,発生する,JPY,63,2024-07-18,2024-06-26,1,1,,,9,170
0,12,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Perception Analysis,,40,,40,2024-01-17,Existing Customer - Downgrade,Partner,,1,BestCase,Best Case,5,1,,180,2024-01-13,170,2024-04-01,68,2024-06-26,2024-03-17,2024-05-01,7564,1992,バス,JPY,63,2024-01-08,2024-05-04,1,0,,,10,171
0,12,,,,0,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Prospecting,,30,,10,2024-01-05,New Customer,Phone,,1,Omitted,Omitted,6,1,,19,2024-06-09,18,2024-05-22,83,2024-01-21,2024-07-14,2024-01-07,5192,2011,午前,JPY,63,2024-06-14,2024-05-27,1,0,,,11,172
0,12,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Value Proposition,,30,,20,2024-05-04,Existing Customer - Upgrade,Web,,1,Pipeline,Pipeline,8,1,,186,2024-03-16,120,2024-06-09,92,2024-07-24,2024-02-13,2024-07-26,4432,2011,尿,JPY,64,2024-07-19,2024-02-12,1,0,,,4,173
0,12,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Closed Won,,60,,40,2024-01-01,New Customer,Partner,,1,BestCase,Best Case,26,0,,229,2024-03-10,50,2024-04-05,185,2024-06-27,2024-06-07,2024-01-28,2559,1975,呼ぶ,JPY,64,2024-03-26,2024-05-21,0,1,,,11,174
0,12,,,,0,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Qualification,,0,,10,2024-02-01,Existing Customer - Replacement,Web,,1,Omitted,Omitted,22,1,,16,2024-06-19,221,2024-06-01,76,2024-03-14,2024-05-18,2024-02-12,4902,1998,障害,JPY,65,2024-04-03,2024-04-28,1,0,,,6,175
0,12,,,,0,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Prospecting,,0,,30,2024-07-06,New Customer,Web,,1,Omitted,Omitted,16,0,,148,2024-05-12,198,2024-02-13,159,2024-05-23,2024-01-07,2024-02-29,2911,1988,追放する,JPY,65,2024-04-17,2024-07-26,0,0,,,11,176
0,12,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Needs Analysis,,100,,45,2024-03-28,New Customer,Partner,,1,BestCase,Best Case,17,1,,253,2024-07-07,66,2024-07-25,148,2024-01-12,2024-02-27,2024-06-20,958,2020,見出し,JPY,65,2024-05-02,2024-04-02,1,1,,,3,177
0,12,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Closed Lost,,50,,25,2024-06-06,Existing Customer - Expansion,Partner,,1,Commit,Commit,7,1,,131,2024-05-14,78,2024-07-25,193,2024-07-09,2024-03-15,2024-08-06,6293,1978,偏差,JPY,65,2024-06-07,2024-05-07,1,1,,,7,178
0,12,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Value Proposition,,20,,10,2024-07-10,Existing Customer - Upgrade,Email,,1,Pipeline,Pipeline,30,0,,50,2024-05-10,230,2024-06-28,235,2024-04-21,2024-03-06,2024-07-30,9390,1989,残る,JPY,66,2024-07-23,2024-06-11,1,1,,,4,179
0,12,,,,0,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Closed Won,,30,,10,2024-05-12,New Customer,Phone,,1,Closed,Closed,27,1,,17,2024-02-22,178,2024-01-03,51,2024-04-05,2024-06-02,2024-06-09,1818,2023,管理する,JPY,66,2024-05-01,2024-08-01,0,1,,,11,180
0,12,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Qualification,,10,,20,2024-01-02,Existing Customer - Downgrade,Email,,1,Commit,Commit,2,0,,190,2024-06-02,169,2024-01-19,122,2024-07-23,2024-07-16,2024-02-09,5044,2008,管理する,JPY,66,2024-04-10,2024-06-24,1,0,,,11,181
0,12,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Proposal/Price Quote,,30,,50,2024-08-05,Existing Customer - Replacement,Web,,1,Pipeline,Pipeline,30,0,,52,2024-03-22,151,2024-01-04,185,2024-04-18,2024-06-15,2024-08-06,2189,1983,器官,JPY,66,2024-03-05,2024-05-30,1,1,,,10,182
0,12,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Perception Analysis,,50,,20,2024-04-21,Existing Customer - Downgrade,Referral,,1,Pipeline,Pipeline,2,1,,123,2024-03-21,95,2024-06-08,252,2024-05-06,2024-03-11,2024-07-22,3737,1984,屋根裏,JPY,66,2024-01-05,2024-06-04,0,1,,,7,183
0,12,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Id. Decision Makers,,30,,45,2024-03-14,New Customer,Web,,1,Commit,Commit,16,0,,142,2024-06-20,240,2024-04-03,208,2024-01-30,2024-02-13,2024-05-02,1446,1980,状況,JPY,67,2024-06-17,2024-03-31,1,0,,,5,184
0,12,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Id. Decision Makers,,70,,45,2024-03-25,Existing Customer - Upgrade,Partner,,1,BestCase,Best Case,19,1,,174,2024-01-20,205,2024-04-06,118,2024-04-25,2024-02-10,2024-01-07,5420,2021,月,JPY,67,2024-01-20,2024-02-24,1,0,,,11,185
0,12,,,,0,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Needs Analysis,,70,,15,2024-04-10,New Customer,Partner,,1,BestCase,Best Case,29,0,,116,2024-06-15,58,2024-04-16,106,2024-05-28,2024-03-13,2024-03-26,63,1993,建築,JPY,67,2024-04-15,2024-02-03,1,0,,,1,186
0,12,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Prospecting,,20,,25,2024-06-09,Existing Customer - Upgrade,Partner,,1,Commit,Commit,17,1,,138,2024-05-02,175,2024-07-29,34,2024-03-22,2024-05-28,2024-06-21,1009,1970,トレーナー,JPY,68,2024-03-30,2024-08-04,1,0,,,7,187
0,12,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Prospecting,,50,,30,2024-01-07,Existing Customer - Downgrade,Web,,1,Omitted,Omitted,20,0,,173,2024-01-21,199,2024-07-05,127,2024-04-29,2024-02-03,2024-07-28,7863,2020,不自然な,JPY,68,2024-06-27,2024-05-12,1,1,,,10,188
0,12,,,,0,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Perception Analysis,,0,,25,2024-07-15,New Customer,Phone,,1,Omitted,Omitted,20,1,,193,2024-07-10,31,2024-04-26,144,2024-04-30,2024-02-16,2024-01-12,92,2022,ダニ,JPY,68,2024-03-12,2024-02-13,1,0,,,11,189
0,12,,,,0,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Closed Won,,60,,15,2024-06-02,Existing Customer - Expansion,Referral,,1,BestCase,Best Case,10,0,,68,2024-05-15,97,2024-07-04,236,2024-05-30,2024-03-14,2024-03-11,8358,2024,大統領,JPY,68,2024-04-29,2024-01-23,1,0,,,10,190
0,12,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Negotiation/Review,,20,,20,2024-01-01,New Customer,Referral,,1,BestCase,Best Case,25,1,,194,2024-05-09,215,2024-02-24,58,2024-07-31,2024-03-03,2024-07-20,3101,2018,通行料金,JPY,68,2024-07-18,2024-02-22,0,0,,,3,191
0,12,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Negotiation/Review,,60,,40,2024-05-17,Existing Customer - Expansion,Phone,,1,BestCase,Best Case,10,1,,3,2024-06-22,30,2024-01-22,229,2024-07-24,2024-01-29,2024-03-09,5171,2020,サラダ,JPY,69,2024-07-27,2024-03-12,0,1,,,7,192
0,12,,,,0,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Id. Decision Makers,,10,,5,2024-06-17,Existing Customer - Replacement,Email,,1,Commit,Commit,28,0,,116,2024-04-09,107,2024-01-07,149,2024-03-29,2024-02-03,2024-08-03,9223,1982,雪,JPY,69,2024-06-07,2024-06-10,1,0,,,10,193
0,12,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Perception Analysis,,50,,5,2024-01-02,Existing Customer - Downgrade,Phone,,1,Pipeline,Pipeline,25,0,,47,2024-07-30,75,2024-03-20,120,2024-02-01,2024-03-02,2024-06-15,8222,1994,立派な,JPY,69,2024-07-13,2024-03-14,0,1,,,12,194
0,12,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Perception Analysis,,40,,45,2024-03-25,New Customer,Web,,1,Pipeline,Pipeline,11,1,,13,2024-06-07,91,2024-08-02,141,2024-05-16,2024-01-25,2024-01-22,5050,2023,敵,JPY,70,2024-07-21,2024-03-14,0,0,,,8,195
0,12,,,,0,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Value Proposition,,80,,30,2024-02-13,Existing Customer - Upgrade,Web,,1,Pipeline,Pipeline,2,1,,253,2024-02-16,94,2024-07-26,122,2024-07-15,2024-03-22,2024-03-16,3854,2006,プラスチック,JPY,70,2024-04-25,2024-07-15,1,0,,,2,196
0,12,,,,0,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Negotiation/Review,,0,,30,2024-06-11,Existing Customer - Replacement,Referral,,1,BestCase,Best Case,25,0,,86,2024-04-05,73,2024-01-26,178,2024-06-15,2024-03-20,2024-02-17,618,2013,奨励します,JPY,70,2024-08-01,2024-04-28,0,1,,,1,197
0,12,,,,0,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Prospecting,,100,,50,2024-04-09,Existing Customer - Upgrade,Web,,1,Pipeline,Pipeline,5,0,,197,2024-02-19,53,2024-07-14,40,2024-05-13,2024-03-15,2024-07-08,3884,2020,緩む,JPY,71,2024-04-09,2024-04-25,1,0,,,8,198
0,12,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Proposal/Price Quote,,40,,15,2024-03-14,New Customer,Email,,1,Pipeline,Pipeline,14,0,,215,2024-05-12,83,2024-05-03,200,2024-05-15,2024-08-06,2024-02-12,2557,2012,特徴,JPY,71,2024-07-20,2024-05-10,0,1,,,12,199
0,12,,,,0,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Needs Analysis,,60,,30,2024-01-25,Existing Customer - Upgrade,Email,,1,Omitted,Omitted,4,1,,30,2024-04-26,78,2024-02-11,65,2024-02-07,2024-05-26,2024-02-27,1997,1977,鉱山,JPY,71,2024-02-05,2024-06-19,1,0,,,10,200
0,13,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Qualification,,10,,5,2024-07-26,Existing Customer - Expansion,Referral,,1,BestCase,Best Case,24,1,,11,2024-04-28,89,2024-07-01,48,2024-04-23,2024-07-13,2024-04-29,7564,2002,厳しい,JPY,72,2024-01-05,2024-06-05,0,1,,,5,201
0,13,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Perception Analysis,,80,,30,2024-03-31,Existing Customer - Replacement,Referral,,1,Pipeline,Pipeline,22,1,,107,2024-08-05,217,2024-03-21,212,2024-08-05,2024-02-09,2024-01-01,3034,1975,トーン,JPY,72,2024-05-25,2024-01-20,1,1,,,2,202
0,13,,,,0,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Proposal/Price Quote,,10,,15,2024-04-16,Existing Customer - Replacement,Web,,1,Closed,Closed,6,0,,77,2024-02-20,62,2024-02-16,199,2024-01-29,2024-05-28,2024-07-24,7068,2004,協力,JPY,72,2024-07-27,2024-06-03,1,1,,,3,203
0,13,,,,0,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Prospecting,,10,,35,2024-01-29,Existing Customer - Replacement,Phone,,1,BestCase,Best Case,8,1,,248,2024-05-14,187,2024-05-07,65,2024-06-24,2024-06-21,2024-02-21,7605,2003,部隊,JPY,73,2024-06-02,2024-07-13,1,1,,,9,204
0,13,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Prospecting,,0,,45,2024-01-11,New Customer,Phone,,1,Commit,Commit,8,1,,127,2024-04-04,207,2024-01-24,28,2024-07-19,2024-01-22,2024-02-06,2626,2009,キャビネット,JPY,74,2024-01-25,2024-01-24,0,0,,,9,205
0,13,,,,0,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Negotiation/Review,,90,,10,2024-07-07,Existing Customer - Expansion,Email,,1,Commit,Commit,20,0,,41,2024-05-25,64,2024-08-06,147,2024-04-27,2024-01-06,2024-07-03,7398,2015,証言する,JPY,74,2024-01-06,2024-05-17,1,1,,,3,206
0,13,,,,0,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Proposal/Price Quote,,0,,10,2024-08-04,Existing Customer - Expansion,Web,,1,Commit,Commit,18,0,,110,2024-06-24,140,2024-02-05,30,2024-06-16,2024-03-13,2024-07-07,8927,1991,ノート,JPY,75,2024-06-28,2024-02-13,0,1,,,10,207
0,13,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Perception Analysis,,0,,35,2024-07-22,New Customer,Web,,1,Pipeline,Pipeline,18,1,,240,2024-02-14,95,2024-05-20,49,2024-01-07,2024-06-11,2024-03-15,9249,2007,転倒,JPY,75,2024-04-12,2024-05-23,1,0,,,11,208
0,13,,,,0,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Closed Won,,70,,10,2024-06-20,Existing Customer - Upgrade,Phone,,1,BestCase,Best Case,20,0,,153,2024-07-20,121,2024-04-16,63,2024-07-31,2024-04-22,2024-08-04,8679,2016,トリビュート,JPY,76,2024-01-06,2024-04-20,1,1,,,10,209
0,13,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Closed Lost,,10,,40,2024-02-16,Existing Customer - Expansion,Web,,1,Pipeline,Pipeline,6,0,,98,2024-05-18,242,2024-04-17,240,2024-03-08,2024-02-09,2024-04-14,8533,1988,日曜日,JPY,76,2024-03-18,2024-06-08,1,1,,,9,210
0,13,,,,1,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Value Proposition,,20,,20,2024-02-21,Existing Customer - Upgrade,Web,,1,Pipeline,Pipeline,17,1,,229,2024-01-24,55,2024-06-19,66,2024-04-28,2024-07-22,2024-03-29,2245,1987,葉,JPY,76,2024-03-29,2024-06-21,0,0,,,3,211
0,13,,,,0,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Value Proposition,,40,,10,2024-04-07,Existing Customer - Upgrade,Phone,,1,Commit,Commit,8,0,,81,2024-04-13,76,2024-01-23,51,2024-01-05,2024-01-30,2024-06-12,8932,1998,サワー,JPY,77,2024-01-29,2024-07-13,0,1,,,1,212
0,13,,,,0,The None Opportunity by  acquired through the 法人向けタブレットソリューション campaign.,,Needs Analysis,,40,,45,2024-05-24,New Customer,Phone,,1,Commit,Commit,13,1,,247,2024-05-27,65,2024-07-31,231,2024-01-19,2024-03-25,2024-06-29,497,2010,フレーム,JPY,77,2024-06-11,2024-06-13,1,0,,,8,213
